testb0   ---D---- ---S---- CZ = ---Q---- CZ
31  04E  7FFFFFFF 00000002 10 = FFFF0000 10
31  04F  7FFFFFFF 00000002 11 = FFFF0000 11
31  050  80000000 00000002 00 = 00000000 00
31  051  80000000 00000002 01 = 00000000 01
31  052  80000000 00000002 10 = 00000000 10
31  053  80000000 00000002 11 = 00000000 11
31  054  80000001 00000002 00 = 00010000 00
31  055  80000001 00000002 01 = 00010000 01
31  056  80000001 00000002 10 = 00010000 10
31  057  80000001 00000002 11 = 00010000 11
31  058  FFFFFFFE 00000002 00 = FFFE0000 00
31  059  FFFFFFFE 00000002 01 = FFFE0000 01
31  05A  FFFFFFFE 00000002 10 = FFFE0000 10
31  05B  FFFFFFFE 00000002 11 = FFFE0000 11
31  05C  FFFFFFFF 00000002 00 = FFFF0000 00
31  05D  FFFFFFFF 00000002 01 = FFFF0000 01
31  05E  FFFFFFFF 00000002 10 = FFFF0000 10
31  05F  FFFFFFFF 00000002 11 = FFFF0000 11
31  060  00000000 7FFFFFFF 00 = 00007FFF 00
31  061  00000000 7FFFFFFF 01 = 00007FFF 01
31  062  00000000 7FFFFFFF 10 = 00007FFF 10
31  063  00000000 7FFFFFFF 11 = 00007FFF 11
31  064  00000001 7FFFFFFF 00 = 00017FFF 00
31  065  00000001 7FFFFFFF 01 = 00017FFF 01
31  066  00000001 7FFFFFFF 10 = 00017FFF 10
31  067  00000001 7FFFFFFF 11 = 00017FFF 11
31  068  00000002 7FFFFFFF 00 = 00027FFF 00
31  069  00000002 7FFFFFFF 01 = 00027FFF 01
31  06A  00000002 7FFFFFFF 10 = 00027FFF 10
31  06B  00000002 7FFFFFFF 11 = 00027FFF 11
31  06C  7FFFFFFF 7FFFFFFF 00 = FFFF7FFF 00
31  06D  7FFFFFFF 7FFFFFFF 01 = FFFF7FFF 01
31  06E  7FFFFFFF 7FFFFFFF 10 = FFFF7FFF 10
31  06F  7FFFFFFF 7FFFFFFF 11 = FFFF7FFF 11
31  070  80000000 7FFFFFFF 00 = 00007FFF 00
31  071  80000000 7FFFFFFF 01 = 00007FFF 01
31  072  80000000 7FFFFFFF 10 = 00007FFF 10
31  073  80000000 7FFFFFFF 11 = 00007FFF 11
31  074  80000001 7FFFFFFF 00 = 00017FFF 00
31  075  80000001 7FFFFFFF 01 = 00017FFF 01
31  076  80000001 7FFFFFFF 10 = 00017FFF 10
31  077  80000001 7FFFFFFF 11 = 00017FFF 11
31  078  FFFFFFFE 7FFFFFFF 00 = FFFE7FFF 00
31  079  FFFFFFFE 7FFFFFFF 01 = FFFE7FFF 01
31  07A  FFFFFFFE 7FFFFFFF 10 = FFFE7FFF 10
31  07B  FFFFFFFE 7FFFFFFF 11 = FFFE7FFF 11
31  07C  FFFFFFFF 7FFFFFFF 00 = FFFF7FFF 00
31  07D  FFFFFFFF 7FFFFFFF 01 = FFFF7FFF 01
31  07E  FFFFFFFF 7FFFFFFF 10 = FFFF7FFF 10
31  07F  FFFFFFFF 7FFFFFFF 11 = FFFF7FFF 11
31  080  00000000 80000000 00 = 00008000 00
31  081  00000000 80000000 01 = 00008000 01
31  082  00000000 80000000 10 = 00008000 10
31  083  00000000 80000000 11 = 00008000 11
31  084  00000001 80000000 00 = 00018000 00
31  085  00000001 80000000 01 = 00018000 01
31  086  00000001 80000000 10 = 00018000 10
31  087  00000001 80000000 11 = 00018000 11
31  088  00000002 80000000 00 = 00028000 00
31  089  00000002 80000000 01 = 00028000 01
31  08A  00000002 80000000 10 = 00028000 10
31  08B  00000002 80000000 11 = 00028000 11
31  08C  7FFFFFFF 80000000 00 = FFFF8000 00
31  08D  7FFFFFFF 80000000 01 = FFFF8000 01
31  08E  7FFFFFFF 80000000 10 = FFFF8000 10
31  08F  7FFFFFFF 80000000 11 = FFFF8000 11
31  090  80000000 80000000 00 = 00008000 00
31  091  80000000 80000000 01 = 00008000 01
31  092  80000000 80000000 10 = 00008000 10
31  093  80000000 80000000 11 = 00008000 11
31  094  80000001 80000000 00 = 00018000 00
31  095  80000001 80000000 01 = 00018000 01
31  096  80000001 80000000 10 = 00018000 10
31  097  80000001 80000000 11 = 00018000 11
31  098  FFFFFFFE 80000000 00 = FFFE8000 00
31  099  FFFFFFFE 80000000 01 = FFFE8000 01
31  09A  FFFFFFFE 80000000 10 = FFFE8000 10
31  09B  FFFFFFFE 80000000 11 = FFFE8000 11
31  09C  FFFFFFFF 80000000 00 = FFFF8000 00
31  09D  FFFFFFFF 80000000 01 = FFFF8000 01
31  09E  FFFFFFFF 80000000 10 = FFFF8000 10
31  09F  FFFFFFFF 80000000 11 = FFFF8000 11
31  0A0  00000000 80000001 00 = 00008000 00
31  0A1  00000000 80000001 01 = 00008000 01
31  0A2  00000000 80000001 10 = 00008000 10
31  0A3  00000000 80000001 11 = 00008000 11
31  0A4  00000001 80000001 00 = 00018000 00
31  0A5  00000001 80000001 01 = 00018000 01
31  0A6  00000001 80000001 10 = 00018000 10
31  0A7  00000001 80000001 11 = 00018000 11
31  0A8  00000002 80000001 00 = 00028000 00
31  0A9  00000002 80000001 01 = 00028000 01
31  0AA  00000002 80000001 10 = 00028000 10
31  0AB  00000002 80000001 11 = 00028000 11
31  0AC  7FFFFFFF 80000001 00 = FFFF8000 00
31  0AD  7FFFFFFF 80000001 01 = FFFF8000 01
31  0AE  7FFFFFFF 80000001 10 = FFFF8000 10
31  0AF  7FFFFFFF 80000001 11 = FFFF8000 11
31  0B0  80000000 80000001 00 = 00008000 00
31  0B1  80000000 80000001 01 = 00008000 01
31  0B2  80000000 80000001 10 = 00008000 10
31  0B3  80000000 80000001 11 = 00008000 11
31  0B4  80000001 80000001 00 = 00018000 00
31  0B5  80000001 80000001 01 = 00018000 01
31  0B6  80000001 80000001 10 = 00018000 10
31  0B7  80000001 80000001 11 = 00018000 11
31  0B8  FFFFFFFE 80000001 00 = FFFE8000 00
31  0B9  FFFFFFFE 80000001 01 = FFFE8000 01
31  0BA  FFFFFFFE 80000001 10 = FFFE8000 10
31  0BB  FFFFFFFE 80000001 11 = FFFE8000 11
31  0BC  FFFFFFFF 80000001 00 = FFFF8000 00
31  0BD  FFFFFFFF 80000001 01 = FFFF8000 01
31  0BE  FFFFFFFF 80000001 10 = FFFF8000 10
31  0BF  FFFFFFFF 80000001 11 = FFFF8000 11
31  0C0  00000000 FFFFFFFE 00 = 0000FFFF 00
31  0C1  00000000 FFFFFFFE 01 = 0000FFFF 01
31  0C2  00000000 FFFFFFFE 10 = 0000FFFF 10
31  0C3  00000000 FFFFFFFE 11 = 0000FFFF 11
31  0C4  00000001 FFFFFFFE 00 = 0001FFFF 00
31  0C5  00000001 FFFFFFFE 01 = 0001FFFF 01
31  0C6  00000001 FFFFFFFE 10 = 0001FFFF 10
31  0C7  00000001 FFFFFFFE 11 = 0001FFFF 11
31  0C8  00000002 FFFFFFFE 00 = 0002FFFF 00
31  0C9  00000002 FFFFFFFE 01 = 0002FFFF 01
31  0CA  00000002 FFFFFFFE 10 = 0002FFFF 10
31  0CB  00000002 FFFFFFFE 11 = 0002FFFF 11
31  0CC  7FFFFFFF FFFFFFFE 00 = FFFFFFFF 00
31  0CD  7FFFFFFF FFFFFFFE 01 = FFFFFFFF 01
31  0CE  7FFFFFFF FFFFFFFE 10 = FFFFFFFF 10
31  0CF  7FFFFFFF FFFFFFFE 11 = FFFFFFFF 11
31  0D0  80000000 FFFFFFFE 00 = 0000FFFF 00
31  0D1  80000000 FFFFFFFE 01 = 0000FFFF 01
31  0D2  80000000 FFFFFFFE 10 = 0000FFFF 10
31  0D3  80000000 FFFFFFFE 11 = 0000FFFF 11
31  0D4  80000001 FFFFFFFE 00 = 0001FFFF 00
31  0D5  80000001 FFFFFFFE 01 = 0001FFFF 01
31  0D6  80000001 FFFFFFFE 10 = 0001FFFF 10
31  0D7  80000001 FFFFFFFE 11 = 0001FFFF 11
31  0D8  FFFFFFFE FFFFFFFE 00 = FFFEFFFF 00
31  0D9  FFFFFFFE FFFFFFFE 01 = FFFEFFFF 01
31  0DA  FFFFFFFE FFFFFFFE 10 = FFFEFFFF 10
31  0DB  FFFFFFFE FFFFFFFE 11 = FFFEFFFF 11
31  0DC  FFFFFFFF FFFFFFFE 00 = FFFFFFFF 00
31  0DD  FFFFFFFF FFFFFFFE 01 = FFFFFFFF 01
31  0DE  FFFFFFFF FFFFFFFE 10 = FFFFFFFF 10
31  0DF  FFFFFFFF FFFFFFFE 11 = FFFFFFFF 11
31  0E0  00000000 FFFFFFFF 00 = 0000FFFF 00
31  0E1  00000000 FFFFFFFF 01 = 0000FFFF 01
31  0E2  00000000 FFFFFFFF 10 = 0000FFFF 10
31  0E3  00000000 FFFFFFFF 11 = 0000FFFF 11
31  0E4  00000001 FFFFFFFF 00 = 0001FFFF 00
31  0E5  00000001 FFFFFFFF 01 = 0001FFFF 01
31  0E6  00000001 FFFFFFFF 10 = 0001FFFF 10
31  0E7  00000001 FFFFFFFF 11 = 0001FFFF 11
31  0E8  00000002 FFFFFFFF 00 = 0002FFFF 00
31  0E9  00000002 FFFFFFFF 01 = 0002FFFF 01
31  0EA  00000002 FFFFFFFF 10 = 0002FFFF 10
31  0EB  00000002 FFFFFFFF 11 = 0002FFFF 11
31  0EC  7FFFFFFF FFFFFFFF 00 = FFFFFFFF 00
31  0ED  7FFFFFFF FFFFFFFF 01 = FFFFFFFF 01
31  0EE  7FFFFFFF FFFFFFFF 10 = FFFFFFFF 10
31  0EF  7FFFFFFF FFFFFFFF 11 = FFFFFFFF 11
31  0F0  80000000 FFFFFFFF 00 = 0000FFFF 00
31  0F1  80000000 FFFFFFFF 01 = 0000FFFF 01
31  0F2  80000000 FFFFFFFF 10 = 0000FFFF 10
31  0F3  80000000 FFFFFFFF 11 = 0000FFFF 11
31  0F4  80000001 FFFFFFFF 00 = 0001FFFF 00
31  0F5  80000001 FFFFFFFF 01 = 0001FFFF 01
31  0F6  80000001 FFFFFFFF 10 = 0001FFFF 10
31  0F7  80000001 FFFFFFFF 11 = 0001FFFF 11
31  0F8  FFFFFFFE FFFFFFFF 00 = FFFEFFFF 00
31  0F9  FFFFFFFE FFFFFFFF 01 = FFFEFFFF 01
31  0FA  FFFFFFFE FFFFFFFF 10 = FFFEFFFF 10
31  0FB  FFFFFFFE FFFFFFFF 11 = FFFEFFFF 11
31  0FC  FFFFFFFF FFFFFFFF 00 = FFFFFFFF 00
31  0FD  FFFFFFFF FFFFFFFF 01 = FFFFFFFF 01
31  0FE  FFFFFFFF FFFFFFFF 10 = FFFFFFFF 10
31  0FF  FFFFFFFF FFFFFFFF 11 = FFFFFFFF 11
setr     ---D---- ---S---- CZ = ---Q---- CZ
32  000  00000000 00000000 00 = 00000000 00
32  001  00000000 00000000 01 = 00000000 01
32  002  00000000 00000000 10 = 00000000 10
32  003  00000000 00000000 11 = 00000000 11
32  004  00000001 00000000 00 = 00000001 00
32  005  00000001 00000000 01 = 00000001 01
32  006  00000001 00000000 10 = 00000001 10
32  007  00000001 00000000 11 = 00000001 11
32  008  00000002 00000000 00 = 00000002 00
32  009  00000002 00000000 01 = 00000002 01
32  00A  00000002 00000000 10 = 00000002 10
32  00B  00000002 00000000 11 = 00000002 11
32  00C  7FFFFFFF 00000000 00 = 7007FFFF 00
32  00D  7FFFFFFF 00000000 01 = 7007FFFF 01
32  00E  7FFFFFFF 00000000 10 = 7007FFFF 10
32  00F  7FFFFFFF 00000000 11 = 7007FFFF 11
32  010  80000000 00000000 00 = 80000000 00
32  011  80000000 00000000 01 = 80000000 01
32  012  80000000 00000000 10 = 80000000 10
32  013  80000000 00000000 11 = 80000000 11
32  014  80000001 00000000 00 = 80000001 00
32  015  80000001 00000000 01 = 80000001 01
32  016  80000001 00000000 10 = 80000001 10
32  017  80000001 00000000 11 = 80000001 11
32  018  FFFFFFFE 00000000 00 = F007FFFE 00
32  019  FFFFFFFE 00000000 01 = F007FFFE 01
32  01A  FFFFFFFE 00000000 10 = F007FFFE 10
32  01B  FFFFFFFE 00000000 11 = F007FFFE 11
32  01C  FFFFFFFF 00000000 00 = F007FFFF 00
32  01D  FFFFFFFF 00000000 01 = F007FFFF 01
32  01E  FFFFFFFF 00000000 10 = F007FFFF 10
32  01F  FFFFFFFF 00000000 11 = F007FFFF 11
32  020  00000000 00000001 00 = 00080000 00
32  021  00000000 00000001 01 = 00080000 01
32  022  00000000 00000001 10 = 00080000 10
32  023  00000000 00000001 11 = 00080000 11
32  024  00000001 00000001 00 = 00080001 00
32  025  00000001 00000001 01 = 00080001 01
32  026  00000001 00000001 10 = 00080001 10
32  027  00000001 00000001 11 = 00080001 11
32  028  00000002 00000001 00 = 00080002 00
32  029  00000002 00000001 01 = 00080002 01
32  02A  00000002 00000001 10 = 00080002 10
32  02B  00000002 00000001 11 = 00080002 11
32  02C  7FFFFFFF 00000001 00 = 700FFFFF 00
32  02D  7FFFFFFF 00000001 01 = 700FFFFF 01
32  02E  7FFFFFFF 00000001 10 = 700FFFFF 10
32  02F  7FFFFFFF 00000001 11 = 700FFFFF 11
32  030  80000000 00000001 00 = 80080000 00
32  031  80000000 00000001 01 = 80080000 01
32  032  80000000 00000001 10 = 80080000 10
32  033  80000000 00000001 11 = 80080000 11
32  034  80000001 00000001 00 = 80080001 00
32  035  80000001 00000001 01 = 80080001 01
32  036  80000001 00000001 10 = 80080001 10
32  037  80000001 00000001 11 = 80080001 11
32  038  FFFFFFFE 00000001 00 = F00FFFFE 00
32  039  FFFFFFFE 00000001 01 = F00FFFFE 01
32  03A  FFFFFFFE 00000001 10 = F00FFFFE 10
32  03B  FFFFFFFE 00000001 11 = F00FFFFE 11
32  03C  FFFFFFFF 00000001 00 = F00FFFFF 00
32  03D  FFFFFFFF 00000001 01 = F00FFFFF 01
32  03E  FFFFFFFF 00000001 10 = F00FFFFF 10
32  03F  FFFFFFFF 00000001 11 = F00FFFFF 11
32  040  00000000 00000002 00 = 00100000 00
32  041  00000000 00000002 01 = 00100000 01
32  042  00000000 00000002 10 = 00100000 10
32  043  00000000 00000002 11 = 00100000 11
32  044  00000001 00000002 00 = 00100001 00
32  045  00000001 00000002 01 = 00100001 01
32  046  00000001 00000002 10 = 00100001 10
32  047  00000001 00000002 11 = 00100001 11
32  048  00000002 00000002 00 = 00100002 00
32  049  00000002 00000002 01 = 00100002 01
32  04A  00000002 00000002 10 = 00100002 10
32  04B  00000002 00000002 11 = 00100002 11
32  04C  7FFFFFFF 00000002 00 = 7017FFFF 00
32  04D  7FFFFFFF 00000002 01 = 7017FFFF 01
32  04E  7FFFFFFF 00000002 10 = 7017FFFF 10
32  04F  7FFFFFFF 00000002 11 = 7017FFFF 11
32  050  80000000 00000002 00 = 80100000 00
32  051  80000000 00000002 01 = 80100000 01
32  052  80000000 00000002 10 = 80100000 10
32  053  80000000 00000002 11 = 80100000 11
32  054  80000001 00000002 00 = 80100001 00
32  055  80000001 00000002 01 = 80100001 01
32  056  80000001 00000002 10 = 80100001 10
32  057  80000001 00000002 11 = 80100001 11
32  058  FFFFFFFE 00000002 00 = F017FFFE 00
32  059  FFFFFFFE 00000002 01 = F017FFFE 01
32  05A  FFFFFFFE 00000002 10 = F017FFFE 10
32  05B  FFFFFFFE 00000002 11 = F017FFFE 11
32  05C  FFFFFFFF 00000002 00 = F017FFFF 00
32  05D  FFFFFFFF 00000002 01 = F017FFFF 01
32  05E  FFFFFFFF 00000002 10 = F017FFFF 10
32  05F  FFFFFFFF 00000002 11 = F017FFFF 11
32  060  00000000 7FFFFFFF 00 = 0FF80000 00
32  061  00000000 7FFFFFFF 01 = 0FF80000 01
32  062  00000000 7FFFFFFF 10 = 0FF80000 10
32  063  00000000 7FFFFFFF 11 = 0FF80000 11
32  064  00000001 7FFFFFFF 00 = 0FF80001 00
32  065  00000001 7FFFFFFF 01 = 0FF80001 01
32  066  00000001 7FFFFFFF 10 = 0FF80001 10
32  067  00000001 7FFFFFFF 11 = 0FF80001 11
32  068  00000002 7FFFFFFF 00 = 0FF80002 00
32  069  00000002 7FFFFFFF 01 = 0FF80002 01
32  06A  00000002 7FFFFFFF 10 = 0FF80002 10
32  06B  00000002 7FFFFFFF 11 = 0FF80002 11
32  06C  7FFFFFFF 7FFFFFFF 00 = 7FFFFFFF 00
32  06D  7FFFFFFF 7FFFFFFF 01 = 7FFFFFFF 01
32  06E  7FFFFFFF 7FFFFFFF 10 = 7FFFFFFF 10
32  06F  7FFFFFFF 7FFFFFFF 11 = 7FFFFFFF 11
32  070  80000000 7FFFFFFF 00 = 8FF80000 00
32  071  80000000 7FFFFFFF 01 = 8FF80000 01
32  072  80000000 7FFFFFFF 10 = 8FF80000 10
32  073  80000000 7FFFFFFF 11 = 8FF80000 11
32  074  80000001 7FFFFFFF 00 = 8FF80001 00
32  075  80000001 7FFFFFFF 01 = 8FF80001 01
32  076  80000001 7FFFFFFF 10 = 8FF80001 10
32  077  80000001 7FFFFFFF 11 = 8FF80001 11
32  078  FFFFFFFE 7FFFFFFF 00 = FFFFFFFE 00
32  079  FFFFFFFE 7FFFFFFF 01 = FFFFFFFE 01
32  07A  FFFFFFFE 7FFFFFFF 10 = FFFFFFFE 10
32  07B  FFFFFFFE 7FFFFFFF 11 = FFFFFFFE 11
32  07C  FFFFFFFF 7FFFFFFF 00 = FFFFFFFF 00
32  07D  FFFFFFFF 7FFFFFFF 01 = FFFFFFFF 01
32  07E  FFFFFFFF 7FFFFFFF 10 = FFFFFFFF 10
32  07F  FFFFFFFF 7FFFFFFF 11 = FFFFFFFF 11
32  080  00000000 80000000 00 = 00000000 00
32  081  00000000 80000000 01 = 00000000 01
32  082  00000000 80000000 10 = 00000000 10
32  083  00000000 80000000 11 = 00000000 11
32  084  00000001 80000000 00 = 00000001 00
32  085  00000001 80000000 01 = 00000001 01
32  086  00000001 80000000 10 = 00000001 10
32  087  00000001 80000000 11 = 00000001 11
32  088  00000002 80000000 00 = 00000002 00
32  089  00000002 80000000 01 = 00000002 01
32  08A  00000002 80000000 10 = 00000002 10
32  08B  00000002 80000000 11 = 00000002 11
32  08C  7FFFFFFF 80000000 00 = 7007FFFF 00
32  08D  7FFFFFFF 80000000 01 = 7007FFFF 01
32  08E  7FFFFFFF 80000000 10 = 7007FFFF 10
32  08F  7FFFFFFF 80000000 11 = 7007FFFF 11
32  090  80000000 80000000 00 = 80000000 00
32  091  80000000 80000000 01 = 80000000 01
32  092  80000000 80000000 10 = 80000000 10
32  093  80000000 80000000 11 = 80000000 11
32  094  80000001 80000000 00 = 80000001 00
32  095  80000001 80000000 01 = 80000001 01
32  096  80000001 80000000 10 = 80000001 10
32  097  80000001 80000000 11 = 80000001 11
32  098  FFFFFFFE 80000000 00 = F007FFFE 00
32  099  FFFFFFFE 80000000 01 = F007FFFE 01
32  09A  FFFFFFFE 80000000 10 = F007FFFE 10
32  09B  FFFFFFFE 80000000 11 = F007FFFE 11
32  09C  FFFFFFFF 80000000 00 = F007FFFF 00
32  09D  FFFFFFFF 80000000 01 = F007FFFF 01
32  09E  FFFFFFFF 80000000 10 = F007FFFF 10
32  09F  FFFFFFFF 80000000 11 = F007FFFF 11
32  0A0  00000000 80000001 00 = 00080000 00
32  0A1  00000000 80000001 01 = 00080000 01
32  0A2  00000000 80000001 10 = 00080000 10
32  0A3  00000000 80000001 11 = 00080000 11
32  0A4  00000001 80000001 00 = 00080001 00
32  0A5  00000001 80000001 01 = 00080001 01
32  0A6  00000001 80000001 10 = 00080001 10
32  0A7  00000001 80000001 11 = 00080001 11
32  0A8  00000002 80000001 00 = 00080002 00
32  0A9  00000002 80000001 01 = 00080002 01
32  0AA  00000002 80000001 10 = 00080002 10
32  0AB  00000002 80000001 11 = 00080002 11
32  0AC  7FFFFFFF 80000001 00 = 700FFFFF 00
32  0AD  7FFFFFFF 80000001 01 = 700FFFFF 01
32  0AE  7FFFFFFF 80000001 10 = 700FFFFF 10
32  0AF  7FFFFFFF 80000001 11 = 700FFFFF 11
32  0B0  80000000 80000001 00 = 80080000 00
32  0B1  80000000 80000001 01 = 80080000 01
32  0B2  80000000 80000001 10 = 80080000 10
32  0B3  80000000 80000001 11 = 80080000 11
32  0B4  80000001 80000001 00 = 80080001 00
32  0B5  80000001 80000001 01 = 80080001 01
32  0B6  80000001 80000001 10 = 80080001 10
32  0B7  80000001 80000001 11 = 80080001 11
32  0B8  FFFFFFFE 80000001 00 = F00FFFFE 00
32  0B9  FFFFFFFE 80000001 01 = F00FFFFE 01
32  0BA  FFFFFFFE 80000001 10 = F00FFFFE 10
32  0BB  FFFFFFFE 80000001 11 = F00FFFFE 11
32  0BC  FFFFFFFF 80000001 00 = F00FFFFF 00
32  0BD  FFFFFFFF 80000001 01 = F00FFFFF 01
32  0BE  FFFFFFFF 80000001 10 = F00FFFFF 10
32  0BF  FFFFFFFF 80000001 11 = F00FFFFF 11
32  0C0  00000000 FFFFFFFE 00 = 0FF00000 00
32  0C1  00000000 FFFFFFFE 01 = 0FF00000 01
32  0C2  00000000 FFFFFFFE 10 = 0FF00000 10
32  0C3  00000000 FFFFFFFE 11 = 0FF00000 11
32  0C4  00000001 FFFFFFFE 00 = 0FF00001 00
32  0C5  00000001 FFFFFFFE 01 = 0FF00001 01
32  0C6  00000001 FFFFFFFE 10 = 0FF00001 10
32  0C7  00000001 FFFFFFFE 11 = 0FF00001 11
32  0C8  00000002 FFFFFFFE 00 = 0FF00002 00
32  0C9  00000002 FFFFFFFE 01 = 0FF00002 01
32  0CA  00000002 FFFFFFFE 10 = 0FF00002 10
32  0CB  00000002 FFFFFFFE 11 = 0FF00002 11
32  0CC  7FFFFFFF FFFFFFFE 00 = 7FF7FFFF 00
32  0CD  7FFFFFFF FFFFFFFE 01 = 7FF7FFFF 01
32  0CE  7FFFFFFF FFFFFFFE 10 = 7FF7FFFF 10
32  0CF  7FFFFFFF FFFFFFFE 11 = 7FF7FFFF 11
32  0D0  80000000 FFFFFFFE 00 = 8FF00000 00
32  0D1  80000000 FFFFFFFE 01 = 8FF00000 01
32  0D2  80000000 FFFFFFFE 10 = 8FF00000 10
32  0D3  80000000 FFFFFFFE 11 = 8FF00000 11
32  0D4  80000001 FFFFFFFE 00 = 8FF00001 00
32  0D5  80000001 FFFFFFFE 01 = 8FF00001 01
32  0D6  80000001 FFFFFFFE 10 = 8FF00001 10
32  0D7  80000001 FFFFFFFE 11 = 8FF00001 11
32  0D8  FFFFFFFE FFFFFFFE 00 = FFF7FFFE 00
32  0D9  FFFFFFFE FFFFFFFE 01 = FFF7FFFE 01
32  0DA  FFFFFFFE FFFFFFFE 10 = FFF7FFFE 10
32  0DB  FFFFFFFE FFFFFFFE 11 = FFF7FFFE 11
32  0DC  FFFFFFFF FFFFFFFE 00 = FFF7FFFF 00
32  0DD  FFFFFFFF FFFFFFFE 01 = FFF7FFFF 01
32  0DE  FFFFFFFF FFFFFFFE 10 = FFF7FFFF 10
32  0DF  FFFFFFFF FFFFFFFE 11 = FFF7FFFF 11
32  0E0  00000000 FFFFFFFF 00 = 0FF80000 00
32  0E1  00000000 FFFFFFFF 01 = 0FF80000 01
32  0E2  00000000 FFFFFFFF 10 = 0FF80000 10
32  0E3  00000000 FFFFFFFF 11 = 0FF80000 11
32  0E4  00000001 FFFFFFFF 00 = 0FF80001 00
32  0E5  00000001 FFFFFFFF 01 = 0FF80001 01
32  0E6  00000001 FFFFFFFF 10 = 0FF80001 10
32  0E7  00000001 FFFFFFFF 11 = 0FF80001 11
32  0E8  00000002 FFFFFFFF 00 = 0FF80002 00
32  0E9  00000002 FFFFFFFF 01 = 0FF80002 01
32  0EA  00000002 FFFFFFFF 10 = 0FF80002 10
32  0EB  00000002 FFFFFFFF 11 = 0FF80002 11
32  0EC  7FFFFFFF FFFFFFFF 00 = 7FFFFFFF 00
32  0ED  7FFFFFFF FFFFFFFF 01 = 7FFFFFFF 01
32  0EE  7FFFFFFF FFFFFFFF 10 = 7FFFFFFF 10
32  0EF  7FFFFFFF FFFFFFFF 11 = 7FFFFFFF 11
32  0F0  80000000 FFFFFFFF 00 = 8FF80000 00
32  0F1  80000000 FFFFFFFF 01 = 8FF80000 01
32  0F2  80000000 FFFFFFFF 10 = 8FF80000 10
32  0F3  80000000 FFFFFFFF 11 = 8FF80000 11
32  0F4  80000001 FFFFFFFF 00 = 8FF80001 00
32  0F5  80000001 FFFFFFFF 01 = 8FF80001 01
32  0F6  80000001 FFFFFFFF 10 = 8FF80001 10
32  0F7  80000001 FFFFFFFF 11 = 8FF80001 11
32  0F8  FFFFFFFE FFFFFFFF 00 = FFFFFFFE 00
32  0F9  FFFFFFFE FFFFFFFF 01 = FFFFFFFE 01
32  0FA  FFFFFFFE FFFFFFFF 10 = FFFFFFFE 10
32  0FB  FFFFFFFE FFFFFFFF 11 = FFFFFFFE 11
32  0FC  FFFFFFFF FFFFFFFF 00 = FFFFFFFF 00
32  0FD  FFFFFFFF FFFFFFFF 01 = FFFFFFFF 01
32  0FE  FFFFFFFF FFFFFFFF 10 = FFFFFFFF 10
32  0FF  FFFFFFFF FFFFFFFF 11 = FFFFFFFF 11
setd     ---D---- ---S---- CZ = ---Q---- CZ
33  000  00000000 00000000 00 = 00000000 00
33  001  00000000 00000000 01 = 00000000 01
33  002  00000000 00000000 10 = 00000000 10
33  003  00000000 00000000 11 = 00000000 11
33  004  00000001 00000000 00 = 00000001 00
33  005  00000001 00000000 01 = 00000001 01
33  006  00000001 00000000 10 = 00000001 10
33  007  00000001 00000000 11 = 00000001 11
33  008  00000002 00000000 00 = 00000002 00
33  009  00000002 00000000 01 = 00000002 01
33  00A  00000002 00000000 10 = 00000002 10
33  00B  00000002 00000000 11 = 00000002 11
33  00C  7FFFFFFF 00000000 00 = 7FFC01FF 00
33  00D  7FFFFFFF 00000000 01 = 7FFC01FF 01
33  00E  7FFFFFFF 00000000 10 = 7FFC01FF 10
33  00F  7FFFFFFF 00000000 11 = 7FFC01FF 11
33  010  80000000 00000000 00 = 80000000 00
33  011  80000000 00000000 01 = 80000000 01
33  012  80000000 00000000 10 = 80000000 10
33  013  80000000 00000000 11 = 80000000 11
33  014  80000001 00000000 00 = 80000001 00
33  015  80000001 00000000 01 = 80000001 01
33  016  80000001 00000000 10 = 80000001 10
33  017  80000001 00000000 11 = 80000001 11
33  018  FFFFFFFE 00000000 00 = FFFC01FE 00
33  019  FFFFFFFE 00000000 01 = FFFC01FE 01
33  01A  FFFFFFFE 00000000 10 = FFFC01FE 10
33  01B  FFFFFFFE 00000000 11 = FFFC01FE 11
33  01C  FFFFFFFF 00000000 00 = FFFC01FF 00
33  01D  FFFFFFFF 00000000 01 = FFFC01FF 01
33  01E  FFFFFFFF 00000000 10 = FFFC01FF 10
33  01F  FFFFFFFF 00000000 11 = FFFC01FF 11
33  020  00000000 00000001 00 = 00000200 00
33  021  00000000 00000001 01 = 00000200 01
33  022  00000000 00000001 10 = 00000200 10
33  023  00000000 00000001 11 = 00000200 11
33  024  00000001 00000001 00 = 00000201 00
33  025  00000001 00000001 01 = 00000201 01
33  026  00000001 00000001 10 = 00000201 10
33  027  00000001 00000001 11 = 00000201 11
33  028  00000002 00000001 00 = 00000202 00
33  029  00000002 00000001 01 = 00000202 01
33  02A  00000002 00000001 10 = 00000202 10
33  02B  00000002 00000001 11 = 00000202 11
33  02C  7FFFFFFF 00000001 00 = 7FFC03FF 00
33  02D  7FFFFFFF 00000001 01 = 7FFC03FF 01
33  02E  7FFFFFFF 00000001 10 = 7FFC03FF 10
33  02F  7FFFFFFF 00000001 11 = 7FFC03FF 11
33  030  80000000 00000001 00 = 80000200 00
33  031  80000000 00000001 01 = 80000200 01
33  032  80000000 00000001 10 = 80000200 10
33  033  80000000 00000001 11 = 80000200 11
33  034  80000001 00000001 00 = 80000201 00
33  035  80000001 00000001 01 = 80000201 01
